Year,County,Total_Deaths,Diseases_of_Heart,Malignant_Neoplasms,Accidents,COVID_19,Cerebrovascular_Diseases,Chronic_Lower_Respiratory_Diseases,Alzheimers_Disease,Diabetes_Mellitus,Nephritis_Nephrotic_Syndrome_Nephrosis,Influenza_and_Pneumonia,Septicemia,Intentional_Self_Harm,Chronic_Liver_Disease_Cirrhosis,All_Other_Causes
2014,Lawrence,197,46,40,10,9,13,18,5,6,4,5,4,1,0,0
2014,Lee,380,93,92,17,18,25,16,8,9,5,4,6,3,0,0
2014,Livingston,412,107,100,21,25,18,7,15,9,10,10,6,5,0,0
2014,Logan,349,72,85,27,15,13,18,10,5,9,4,8,5,0,0
2014,McDonough,314,75,54,21,22,17,9,7,7,12,10,5,3,0,0
2014,McHenry,2036,435,495,140,99,114,46,69,43,39,27,38,32,0,0
2014,McLean,1161,286,268,79,62,61,64,27,15,15,16,19,13,0,0
2014,Macon,1315,317,282,60,58,55,26,21,34,38,47,13,14,0,0
2014,Macoupin,543,143,119,33,30,19,18,14,7,17,13,7,2,0,0
2014,Madison,2942,685,607,184,174,207,117,82,75,76,39,40,31,0,0
2014,Marion,473,132,90,40,26,24,12,11,6,16,6,11,8,0,0
2014,Marshall,162,41,38,8,8,10,11,3,5,7,3,1,0,0,0
2014,Mason,180,38,42,15,8,9,8,6,4,2,1,4,4,0,0
2014,Massac,201,49,40,16,5,7,7,8,8,5,2,5,3,0,0
2014,Menard,138,25,29,10,11,6,4,1,3,3,2,1,1,167,45
2014,Monroe,290,65,62,15,12,21,6,10,7,4,6,3,7,0,0
2014,Montgomery,364,71,87,20,34,20,11,5,10,13,9,3,2,0,0
2014,Morgan,377,107,90,24,16,15,4,5,3,9,4,13,6,0,0
2014,Moultrie,191,48,43,16,14,5,2,7,1,5,4,3,2,0,0
2014,Ogle,511,95,126,32,27,29,31,18,9,13,6,10,9,0,0
2014,Peoria,1753,379,386,97,120,92,46,32,40,48,36,18,20,0,0
2014,Perry,259,42,69,15,7,15,15,5,12,7,6,3,3,0,0
2014,Piatt,188,42,47,12,10,13,2,2,1,2,3,3,2,0,0
2014,Pike,207,39,38,21,11,9,11,6,6,4,5,5,0,0,0
2014,Pope,49,8,12,2,4,2,2,1,3,0,1,1,0,0,0
2014,Pulaski,84,29,19,9,3,2,4,1,1,4,0,2,0,0,0
2014,Putnam,62,19,17,3,1,1,2,1,3,0,1,2,2,0,0
2014,Randolph,371,87,81,23,25,24,6,16,10,7,5,7,3,0,0
2014,Richland,223,44,45,12,8,16,2,1,8,15,3,4,1,0,0
2014,Rock Island,1569,381,364,83,80,53,44,37,29,39,20,28,20,0,0
2014,St. Clair,2544,556,557,158,130,142,99,91,56,64,55,33,15,0,0
2014,Saline,355,75,82,27,16,15,22,7,10,17,11,0,4,0,0
2014,Sangamon,1910,443,471,104,121,101,42,50,27,39,32,22,17,0,0
2014,Schuyler,71,15,23,5,1,4,0,2,0,2,2,1,0,0,0
2014,Scott,54,11,13,3,3,0,1,1,3,3,1,0,2,0,0
2014,Shelby,254,63,66,16,8,10,3,12,3,5,3,3,1,0,0
2014,Stark,92,22,17,7,3,2,5,1,4,2,0,2,3,0,0
2014,Stephenson,513,104,127,38,24,21,10,13,11,8,8,4,7,0,0
2014,Tazewell,1408,330,305,73,77,60,59,34,24,31,21,14,14,0,0
2014,Union,226,39,57,16,11,11,5,2,5,9,1,5,2,0,0
2014,Vermilion,1039,256,252,88,52,53,20,30,22,21,18,13,9,0,0
2014,Wabash,135,33,32,10,4,4,3,4,2,4,2,3,0,0,0
2014,Warren,179,49,33,12,13,6,8,8,2,4,3,5,3,0,0
2014,Washington,150,49,41,7,6,9,2,3,3,3,4,1,0,0,0
2014,Wayne,237,58,47,20,13,7,4,10,5,5,2,3,2,0,0
2014,White,235,55,47,17,14,7,2,6,8,7,4,5,2,0,0
2014,White,614,138,131,56,27,23,15,14,11,14,5,11,4,0,0
2014,Will,4223,1015,1063,205,214,197,107,113,130,88,40,56,75,0,0
2014,Will,743,138,185,44,40,45,25,13,23,26,20,21,4,0,0
2014,Winnebago,2887,630,698,171,150,167,90,56,75,54,27,42,43,0,0
2014,Woodford,388,83,79,17,16,22,25,9,5,11,9,8,3,0,0
