Year,County,Total_Deaths,Diseases_of_Heart,Malignant_Neoplasms,Accidents,COVID_19,Cerebrovascular_Diseases,Chronic_Lower_Respiratory_Diseases,Alzheimers_Disease,Diabetes_Mellitus,Nephritis_Nephrotic_Syndrome_Nephrosis,Influenza_and_Pneumonia,Septicemia,Intentional_Self_Harm,Chronic_Liver_Disease_Cirrhosis,All_Other_Causes
2020,Pike,255,37,57,39,12,8,13,3,4,3,4,0,0,0,0
2020,Pope,53,10,13,2,3,3,4,2,0,2,1,0,0,0,0
2020,Pulaski,79,18,11,6,2,6,4,5,4,3,2,0,0,0,0
2020,Putnam,59,15,17,1,7,3,0,0,0,1,1,0,0,0,0
2020,Randolph,432,86,85,51,23,22,25,12,14,2,4,0,0,0,0
2020,Richland,267,54,42,29,14,11,27,1,5,12,9,0,0,0,0
2020,Rock Island,1949,392,341,192,87,64,97,55,84,35,21,0,0,0,0
2020,St. Clair,3167,579,570,322,203,194,159,114,98,60,36,0,0,0,0
2020,Saline,405,74,75,41,16,16,42,12,15,14,6,0,0,0,0
2020,Sangamon,2227,490,428,190,132,90,105,59,57,31,37,0,0,0,0
2020,Schuyler,98,18,12,8,4,10,6,0,3,0,4,0,0,0,0
2020,Scott,68,18,12,4,1,2,3,1,0,3,1,0,0,0,0
2020,Shelby,277,60,53,30,17,13,13,6,3,8,8,0,0,0,0
2020,Stark,87,18,15,12,6,1,3,4,2,0,3,0,0,0,0
2020,Stephenson,685,131,127,64,42,32,40,25,21,19,18,0,0,0,0
2020,Tazewell,1675,351,294,111,73,74,109,77,49,30,40,0,0,0,0
2020,Union,284,64,44,21,13,13,15,10,4,6,15,0,0,0,0
2020,Vermilion,1105,212,207,84,55,51,79,38,51,25,18,0,0,0,0
2020,Wabash,159,30,29,15,7,5,11,7,5,5,4,0,0,0,0
2020,Warren,256,70,52,31,8,9,13,9,10,2,2,0,0,0,0
2020,Washington,183,35,28,17,11,7,10,4,8,3,3,0,0,0,0
2020,Wayne,245,44,37,31,11,10,15,9,5,4,3,0,0,0,0
2020,White,254,44,40,30,13,9,18,7,5,10,3,0,0,0,0
2020,White,819,169,153,148,28,42,37,21,12,18,7,0,0,0,0
2020,Will,872,153,164,76,44,40,58,17,17,25,22,0,0,0,0
2020,Winnebago,3489,732,642,324,226,170,188,148,71,86,52,0,0,0,0
2020,Woodford,449,107,83,46,19,20,23,30,7,4,10,0,0,0,0
